Public_Food_key,Food_Survey_ID,Food_Category,Food_Name,Measure ID,Quantity,Measure_desc,Weight_grams,Volume_mLs
F005945,24703,Vegetable products and dishes,"Mushroom, common, fresh, fried, no added fat",74906,1,mushroom,18.6,0
F005949,24703,Vegetable products and dishes,"Mushroom, common, vitamin D enhanced, fresh, raw",74907,1,mushroom,35,0
F005948,24703,Vegetable products and dishes,"Mushroom, common, vitamin D enhanced, fresh, fried, no added fat",74908,1,mushroom,18.6,0
F006194,24705,Vegetable products and dishes,"Okra, cooked, no added fat",74909,1,okra,10.6,0
F006198,23202,Savoury sauces and condiments,"Olive, green or black, drained",74910,1,whole,4,0
F006225,24802,Vegetable products and dishes,"Onion, mature, brown skinned, peeled, raw",74911,1,onion,142,0
F006243,24802,Vegetable products and dishes,"Onion, mature, white skinned, peeled, fresh, raw",74912,1,onion,104,0
F006250,24802,Vegetable products and dishes,"Onion, spring, fresh, raw",74913,1,spring onion,15,0
F006249,24802,Vegetable products and dishes,"Onion, spring, fresh, fried, no added fat",74914,1,spring onion,9,0
F006328,24302,Vegetable products and dishes,"Parsnip, peeled, fresh, raw",74915,1,parsnip,72,0
F006326,24302,Vegetable products and dishes,"Parsnip, peeled, fresh, baked, no added fat",74916,1,parsnip,67,0
F006327,24302,Vegetable products and dishes,"Parsnip, peeled, fresh, boiled, drained",74917,1,parsnip,67,0
F007235,24102,Vegetable products and dishes,"Potato, chips, regular, fast food outlet, deep fried, blended oil, salted",74918,1,medium,117,0
F007236,24102,Vegetable products and dishes,"Potato, chips, regular, fast food outlet, deep fried, monounsaturated oil, salted",74920,1,medium,175,0
F007238,24102,Vegetable products and dishes,"Potato, chips, regular, independent takeaway outlet, deep fried, blended oil, salted",74922,1,takeaway medium/regular,200,0
F007242,24102,Vegetable products and dishes,"Potato, chips, regular, purchased frozen, baked, no added fat",74924,1,takeaway medium/regular,200,0
F007247,24101,Vegetable products and dishes,"Potato, coliban, peeled, raw",74925,1,potato,175,0
F007244,24101,Vegetable products and dishes,"Potato, coliban, peeled, baked, no added fat",74926,1,potato,116,0
F007245,24101,Vegetable products and dishes,"Potato, coliban, peeled, boiled, drained",74927,1,potato,172,0
F007254,24101,Vegetable products and dishes,"Potato, desiree, peeled, raw",74928,1,potato,137,0
F007250,24101,Vegetable products and dishes,"Potato, desiree, peeled, baked, no added fat",74929,1,potato,91,0
F007252,24101,Vegetable products and dishes,"Potato, desiree, peeled, boiled, drained",74930,1,potato,134,0
F007308,24101,Vegetable products and dishes,"Potato, new, peeled, raw",74933,1,potato,69,0
F007305,24101,Vegetable products and dishes,"Potato, new, peeled, baked, no added fat",74934,1,potato,46,0
F007306,24101,Vegetable products and dishes,"Potato, new, peeled, boiled, drained",74935,1,potato,68,0
F007325,24101,Vegetable products and dishes,"Potato, pale skin, peeled, raw",74936,1,potato,175,0
F007314,24101,Vegetable products and dishes,"Potato, pale skin, peeled, baked, no added fat",74937,1,potato,116,0
F007320,24101,Vegetable products and dishes,"Potato, pale skin, peeled, boiled, drained",74938,1,potato,172,0
F007361,24101,Vegetable products and dishes,"Potato, pontiac, peeled, raw",74939,1,potato,240,0
F007358,24101,Vegetable products and dishes,"Potato, pontiac, peeled, baked, no added fat",74940,1,potato,158,0
F007359,24101,Vegetable products and dishes,"Potato, pontiac, peeled, boiled, drained",74941,1,potato,235,0
F007368,24101,Vegetable products and dishes,"Potato, red skin, peeled, raw",74942,1,potato,240,0
F007364,24101,Vegetable products and dishes,"Potato, red skin, peeled, baked, no added fat",74943,1,potato,158,0
F007366,24101,Vegetable products and dishes,"Potato, red skin, peeled, boiled, drained",74944,1,potato,235,0
F007386,24101,Vegetable products and dishes,"Potato, sebago, peeled, raw",74945,1,potato,245,0
F007383,24101,Vegetable products and dishes,"Potato, sebago, peeled, baked, no added fat",74946,1,potato,116,0
F007384,24103,Vegetable products and dishes,"Potato, sebago, peeled, boiled, drained",74947,1,potato,277,0
F007269,24102,Vegetable products and dishes,"Potato, fries, fast food outlet, deep fried, monounsaturated oil, salted",74931,1,medium,104,0
F007606,24302,Vegetable products and dishes,"Radish, red skinned, unpeeled, raw",74948,1,radish,20,0
F007608,24302,Vegetable products and dishes,"Radish, white skinned, peeled, raw",74949,1,radish,20,0
F008227,24802,Vegetable products and dishes,"Shallot, peeled, fresh, raw",74950,1,shallot,5.5,0
F008226,24802,Vegetable products and dishes,"Shallot, peeled, fresh, fried, no added fat",74951,1,shallot,6,0
F008373,24501,Vegetable products and dishes,"Snow pea, fresh, raw",74952,1,snow pea,3.3,0
F008372,24501,Vegetable products and dishes,"Snow pea, fresh, fried, no added fat",74953,1,snow pea,4,0
F008371,24501,Vegetable products and dishes,"Snow pea, fresh, boiled, drained",74954,1,snow pea,4,0
F008811,24702,Vegetable products and dishes,"Squash, button, fresh, raw",74955,1,squash,57,0
F008810,24702,Vegetable products and dishes,"Squash, button, fresh, boiled, drained",74956,1,squash,48,0
F009021,24302,Vegetable products and dishes,"Swede, peeled, fresh, raw",74957,1,swede,276,0
F009020,24302,Vegetable products and dishes,"Swede, peeled, fresh, boiled, drained",74958,1,swede,257,0
F009033,24302,Vegetable products and dishes,"Sweet potato, orange flesh, peeled, fresh, baked, no added fat",74959,1,sweet potato,344,0
F009034,24302,Vegetable products and dishes,"Sweet potato, orange flesh, peeled, fresh, boiled, drained",74960,1,sweet potato,390,0
F009190,24601,Vegetable products and dishes,"Tomato, cherry, raw",74961,1,tomato,8,0
F009193,24601,Vegetable products and dishes,"Tomato, common, raw",74962,1,tomato,152,0
F009211,24601,Vegetable products and dishes,"Tomato, roma, raw",74963,1,tomato,124,0
F009340,24302,Vegetable products and dishes,"Turnip, white, peeled, fresh, raw",74964,1,turnip,122,0
F009339,24302,Vegetable products and dishes,"Turnip, white, peeled, fresh, boiled, no added fat",74965,1,turnip,116,0
F009775,24702,Vegetable products and dishes,"Zucchini, green skin, fresh, unpeeled, raw",74966,1,zucchini,195,0
F009774,24702,Vegetable products and dishes,"Zucchini, green skin, fresh, unpeeled, fried, no added fat",74967,1,zucchini,137,0
F009773,24702,Vegetable products and dishes,"Zucchini, green skin, fresh, unpeeled, boiled, drained",74968,1,zucchini,164,0
F009766,24702,Vegetable products and dishes,"Zucchini, golden, fresh, unpeeled, raw",74969,1,zucchini,195,0
F009765,24702,Vegetable products and dishes,"Zucchini, golden, fresh, unpeeled, fried, no added fat",74970,1,zucchini,195,0
